#begin result/param_smr confidence interval: 5% - 95%
"Operation"                        "Crash"                                                         min                              max "RR(4, 2, 0)"                                                   min                              max "RR(4, 2, 1)"                                                   min                              max "RR(4, 2, 2)"                                                   min                              max "RR(4, 2, 3)"                                                   min                              max "RR(4, 2, 4)"                                                   min                              max "RR(5, 1, 0)"                                                   min                              max "RR(5, 1, 1)"                                                   min                              max "RR(5, 1, 2)"                                                   min                              max "RR(5, 1, 3)"                                                   min                              max "RR(5, 1, 4)"                                                   min                              max "RR(5, 1, 5)"                                                   min                              max
                        fast_get                             1.13                             0.86                             1.41                             1.00                             0.73                             1.27                             1.05                             0.76                             1.32                             1.12                             0.80                             1.44                             1.24                             0.89                             1.60                             1.45                             1.03                             1.92                             0.86                             0.59                             1.13                             0.92                             0.62                             1.20                             0.96                             0.65                             1.27                             1.02                             0.67                             1.39                             1.15                             0.75                             1.57                             1.28                             0.82                             1.75
                        transfer                             2.18                             1.55                             2.85                             2.35                             1.71                             3.00                             2.32                             1.69                             2.99                             2.35                             1.76                             3.00                             2.38                             1.71                             3.04                             2.34                             1.69                             3.01                             2.40                             1.78                             3.06                             2.47                             1.83                             3.09                             2.49                             1.87                             3.17                             2.47                             1.84                             3.15                             2.48                             1.85                             3.12                             2.51                             1.86                             3.22
#end
