Operation	"s3"	min	max		"blob hints"	min	max		"name hints"	min	max		"no hints"	min	max
"read"	50.929635	47.862922	59.99157	3.1642770000000002	3.091698	50.35719	51.149903	47.380263	55.111049	56.312079	51.142369	101.981696
"write"	105.6208685	94.061048	117.72924300000001	166.088775	154.875032	178.71266500000002	161.592697	151.751584	172.149483	162.55868	152.338343	174.044236

#cond  	260.42027    /   105.6208685 = 2.46561379108523425936
#read   56.312079    /   50.929635   = 1.10568393038748461480
#write 	162.55868    /   105.6208685 = 1.53907728944682934509
