Operation	"A"	min	max		"B"	min	max		"C"	min	max		"D"	min	max		"E"	min	max		"F"	min	max
"read"	50.528972	47.151906000000004	53.217263	50.432165999999995	47.168032000000004	53.782595	50.5335935	47.116038	53.885004	50.217644	46.804217	53.625536000000004	0	0	0	50.2829815	46.982687	53.866932
"write"	50.119449	46.818940000000005	53.465044999999996	48.951752	46.842002	53.177334	0	0	0	50.563843	46.685107	53.740592	49.9353045	46.959309000000005	53.874038	50.434837	47.140516000000005	53.498715
