# BFT Get
# x axis: Throughput (Kops/s)
# y axis: Latency (ms)

    10.0    10.59     6.64    12.90
    20.0    17.52     9.37    24.36
    30.0    24.17    12.16    35.35
    36.4   290.08    67.18   538.80
    31.9  1136.17   142.58  1946.54
    30.1  1578.50   195.13  2948.31
    27.3  1695.40   193.62  4014.70
    25.3  1672.87   219.02  4100.97
    25.6  2692.83   224.59  3850.43
    20.5  2352.16   272.40  4052.72
    18.5  1760.34   260.80  5108.33

# end
