#begin result/client_cloud_s3 confidence interval: 5% - 95%
"Operation"                        "S3"                                                            min                              max "Teems"                                                         min                              max "Teems + Name Cache"                                            min                              max "Teems + Value Cache"                                           min                              max
get                            43.73                            40.08                            51.60                            43.70                            39.61                            49.82                            43.10                            38.38                            48.48                             0.21                             0.19                             0.24
put                            90.12                            77.97                           103.80                           137.13                           129.98                           152.60
#end
