#begin result/collocation_center confidence interval: 5% - 95%
"Operation"                        "Redis"                                                         min                              max "Teems"                                                         min                              max "Teems + Name Cache"                                            min                              max "Teems + Value Cache"                                           min                              max
get                            10.56                            10.46                            10.60                            20.53                            20.46                            20.56                            10.47                            10.39                            10.50                            10.19                            10.18                            10.20
put                            10.57                            10.47                            10.62                            20.78                            20.71                            20.82
#end
