# Crash
# x axis: Percentage of Updates (%)
# y axis: Throughput (Kops/s)

   0.000    207.5
   1.000     59.9
   1.969     63.2
   3.073     60.8
   3.982     62.2
   4.923     61.2
   5.908     61.8
   6.914     61.6
   7.877     63.8
   8.862     63.0
   9.846     61.6
  19.692     62.2
  29.703     61.6
  40.122     61.9
  49.103     64.0
  58.580     65.2
  68.778     67.2
  79.960     66.9
  90.283     67.9
 100.000     70.5
# end
