# Crash Get
# x axis: Throughput (Kops/s)
# y axis: Latency (ms)

     1.8     9.75
     3.0    12.49
     4.8    15.69
     6.0    19.30
     7.8    23.44
     9.0    27.38
    10.8    30.58
    12.0    34.44
    13.8    38.45
    15.0    40.38
    16.8    43.16
    18.0    47.35
    19.8   208.51
    21.0   140.67
    22.8   385.83
    24.0   476.08
    25.8   719.81
# end
