# Crash Transfer
# x axis: Throughput (Kops/s)
# y axis: Latency (ms)

     2.0     7.59
     5.0     9.35
     7.0    11.08
    10.0    12.74
    12.0    15.56
    15.0    17.80
    17.0    20.63
    20.0    22.93
    22.0    26.91
    25.0    20.63
    27.0    23.58
    30.0    25.26
    32.0    87.62
    31.0   167.13
    33.1   470.17
    32.3   407.34
    32.1   610.19
# end
