# Crash Transfer
# x axis: Throughput (Kops/s)
# y axis: Latency (ms)

     4.4     8.53
     9.0     9.99
    13.4    12.72
    18.0    15.39
    22.4    17.19
    27.0    18.76
    31.4    20.86
    36.0    22.55
    40.4    24.50
    45.0    24.64
    49.4    26.50
    54.0    27.41
    59.0   202.82
    60.1   107.31
    60.6   447.89
    61.5   253.73
    59.4   358.03
# end
